Year,Status,Sex,Age Group,Aboriginal status,Region,Population
2009,Final,Female,20-,Aboriginal,Central Australia,823
2009,Final,Female,20-,Aboriginal,East Arnhem,458
2009,Final,Female,20-,Aboriginal,Greater Darwin,530
2009,Final,Female,20-,Aboriginal,Top End,530
2009,Final,Female,20-,Non-Aboriginal,Barkly,94
2009,Final,Female,20-,Non-Aboriginal,Big Rivers,291
2009,Final,Female,20-,Non-Aboriginal,Central Australia,898
2009,Final,Female,20-,Non-Aboriginal,East Arnhem,129
2009,Final,Female,20-,Non-Aboriginal,Greater Darwin,4171
2009,Final,Female,20-,Non-Aboriginal,Top End,145
2009,Final,Male,25-,Aboriginal,Barkly,248
2009,Final,Male,25-,Aboriginal,Big Rivers,470
2009,Final,Male,25-,Aboriginal,Central Australia,743
2009,Final,Male,25-,Aboriginal,East Arnhem,499
2009,Final,Male,25-,Aboriginal,Greater Darwin,560
2009,Final,Male,25-,Aboriginal,Top End,540
2009,Final,Male,25-,Non-Aboriginal,Barkly,92
2009,Final,Male,25-,Non-Aboriginal,Big Rivers,447
2009,Final,Male,25-,Non-Aboriginal,Central Australia,1166
2009,Final,Male,25-,Non-Aboriginal,East Arnhem,284
2009,Final,Male,25-,Non-Aboriginal,Greater Darwin,5481
2009,Final,Male,25-,Non-Aboriginal,Top End,211
2009,Final,Female,25-,Aboriginal,Barkly,246
2009,Final,Female,25-,Aboriginal,Big Rivers,508
2009,Final,Female,25-,Aboriginal,Central Australia,788
2009,Final,Female,25-,Aboriginal,East Arnhem,502
2009,Final,Female,25-,Aboriginal,Greater Darwin,521
2009,Final,Female,25-,Aboriginal,Top End,495
2009,Final,Female,25-,Non-Aboriginal,Barkly,89
2009,Final,Female,25-,Non-Aboriginal,Big Rivers,393
2009,Final,Female,25-,Non-Aboriginal,Central Australia,1102
2009,Final,Female,25-,Non-Aboriginal,East Arnhem,250
2009,Final,Female,25-,Non-Aboriginal,Greater Darwin,5050
2009,Final,Female,25-,Non-Aboriginal,Top End,196
2009,Final,Male,30-,Aboriginal,Barkly,232
2009,Final,Male,30-,Aboriginal,Big Rivers,376
2009,Final,Male,30-,Aboriginal,Central Australia,617
2009,Final,Male,30-,Aboriginal,East Arnhem,373
2009,Final,Male,30-,Aboriginal,Greater Darwin,562
2009,Final,Male,30-,Aboriginal,Top End,404
2009,Final,Male,30-,Non-Aboriginal,Barkly,92
2009,Final,Male,30-,Non-Aboriginal,Big Rivers,444
2009,Final,Male,30-,Non-Aboriginal,Central Australia,1031
2009,Final,Male,30-,Non-Aboriginal,East Arnhem,316
2009,Final,Male,30-,Non-Aboriginal,Greater Darwin,4830
2009,Final,Male,30-,Non-Aboriginal,Top End,229
2009,Final,Female,30-,Aboriginal,Barkly,211
2009,Final,Female,30-,Aboriginal,Big Rivers,412
2009,Final,Female,30-,Aboriginal,Central Australia,681
2009,Final,Female,30-,Aboriginal,East Arnhem,394
2009,Final,Female,30-,Aboriginal,Greater Darwin,484
2009,Final,Female,30-,Aboriginal,Top End,372
2009,Final,Female,30-,Non-Aboriginal,Barkly,67
2009,Final,Female,30-,Non-Aboriginal,Big Rivers,388
2009,Final,Female,30-,Non-Aboriginal,Central Australia,933
2009,Final,Female,30-,Non-Aboriginal,East Arnhem,264
2009,Final,Female,30-,Non-Aboriginal,Greater Darwin,4653
2009,Final,Female,30-,Non-Aboriginal,Top End,172
2009,Final,Male,35-,Aboriginal,Barkly,153
2009,Final,Male,35-,Aboriginal,Big Rivers,410
2009,Final,Male,35-,Aboriginal,Central Australia,555
2009,Final,Male,35-,Aboriginal,East Arnhem,349
2009,Final,Male,35-,Aboriginal,Greater Darwin,509
2009,Final,Male,35-,Aboriginal,Top End,414
2009,Final,Male,35-,Non-Aboriginal,Barkly,75
2009,Final,Male,35-,Non-Aboriginal,Big Rivers,463
2009,Final,Male,35-,Non-Aboriginal,Central Australia,1191
2009,Final,Male,35-,Non-Aboriginal,East Arnhem,381
2009,Final,Male,35-,Non-Aboriginal,Greater Darwin,4992
2009,Final,Male,35-,Non-Aboriginal,Top End,242
2009,Final,Female,35-,Aboriginal,Barkly,169
2009,Final,Female,35-,Aboriginal,Big Rivers,485
2009,Final,Female,35-,Aboriginal,Central Australia,590
2009,Final,Female,35-,Aboriginal,East Arnhem,349
2009,Final,Female,35-,Aboriginal,Greater Darwin,483
2009,Final,Female,35-,Aboriginal,Top End,386
2009,Final,Female,35-,Non-Aboriginal,Barkly,71
2009,Final,Female,35-,Non-Aboriginal,Big Rivers,358
2009,Final,Female,35-,Non-Aboriginal,Central Australia,1038
2009,Final,Female,35-,Non-Aboriginal,East Arnhem,252
2009,Final,Female,35-,Non-Aboriginal,Greater Darwin,4701
2009,Final,Female,35-,Non-Aboriginal,Top End,229
2009,Final,Male,40-,Aboriginal,Barkly,155
2009,Final,Male,40-,Aboriginal,Big Rivers,314
2009,Final,Male,40-,Aboriginal,Central Australia,425
2009,Final,Male,40-,Aboriginal,East Arnhem,275
2009,Final,Male,40-,Aboriginal,Greater Darwin,411
2009,Final,Male,40-,Aboriginal,Top End,285
2009,Final,Male,40-,Non-Aboriginal,Barkly,99
2009,Final,Male,40-,Non-Aboriginal,Big Rivers,399
2009,Final,Male,40-,Non-Aboriginal,Central Australia,1153
2009,Final,Male,40-,Non-Aboriginal,East Arnhem,304
2009,Final,Male,40-,Non-Aboriginal,Greater Darwin,4537
2009,Final,Male,40-,Non-Aboriginal,Top End,257
2009,Final,Female,40-,Aboriginal,Barkly,161
2009,Final,Female,40-,Aboriginal,Big Rivers,325
2009,Final,Female,40-,Aboriginal,Central Australia,454
2009,Final,Female,40-,Aboriginal,East Arnhem,304
2009,Final,Female,40-,Aboriginal,Greater Darwin,391
2009,Final,Female,40-,Aboriginal,Top End,280
2009,Final,Female,40-,Non-Aboriginal,Barkly,61
2009,Final,Female,40-,Non-Aboriginal,Big Rivers,327
2009,Final,Female,40-,Non-Aboriginal,Central Australia,1020
2009,Final,Female,40-,Non-Aboriginal,East Arnhem,250
2009,Final,Female,40-,Non-Aboriginal,Greater Darwin,4256
2009,Final,Female,40-,Non-Aboriginal,Top End,174
2009,Final,Male,45-,Aboriginal,Barkly,108
2009,Final,Male,45-,Aboriginal,Big Rivers,263
2009,Final,Male,45-,Aboriginal,Central Australia,330
2009,Final,Male,45-,Aboriginal,East Arnhem,274
2009,Final,Male,45-,Aboriginal,Greater Darwin,388
2009,Final,Male,45-,Aboriginal,Top End,227
2009,Final,Male,45-,Non-Aboriginal,Barkly,105
2009,Final,Male,45-,Non-Aboriginal,Big Rivers,374
2009,Final,Male,45-,Non-Aboriginal,Central Australia,1221
2009,Final,Male,45-,Non-Aboriginal,East Arnhem,340
2009,Final,Male,45-,Non-Aboriginal,Greater Darwin,4506
2009,Final,Male,45-,Non-Aboriginal,Top End,279
2009,Final,Female,45-,Aboriginal,Barkly,133
2009,Final,Female,45-,Aboriginal,Big Rivers,293
2009,Final,Female,45-,Aboriginal,Central Australia,403
2009,Final,Female,45-,Aboriginal,East Arnhem,241
2009,Final,Female,45-,Aboriginal,Greater Darwin,332
2009,Final,Female,45-,Aboriginal,Top End,215
2009,Final,Female,45-,Non-Aboriginal,Barkly,89
2009,Final,Female,45-,Non-Aboriginal,Big Rivers,333
2009,Final,Female,45-,Non-Aboriginal,Central Australia,1001
2009,Final,Female,45-,Non-Aboriginal,East Arnhem,234
2009,Final,Female,45-,Non-Aboriginal,Greater Darwin,4236
2009,Final,Female,45-,Non-Aboriginal,Top End,183
2009,Final,Male,5-,Aboriginal,Barkly,270
2009,Final,Male,5-,Aboriginal,Big Rivers,704
2009,Final,Male,5-,Aboriginal,Central Australia,857
2009,Final,Male,5-,Aboriginal,East Arnhem,635
2009,Final,Male,5-,Aboriginal,Greater Darwin,812
2009,Final,Male,5-,Aboriginal,Top End,701
2009,Final,Male,5-,Non-Aboriginal,Barkly,50
2009,Final,Male,5-,Non-Aboriginal,Big Rivers,335
2009,Final,Male,5-,Non-Aboriginal,Central Australia,799
2009,Final,Male,5-,Non-Aboriginal,East Arnhem,234
2009,Final,Male,5-,Non-Aboriginal,Greater Darwin,3374
2009,Final,Male,5-,Non-Aboriginal,Top End,176
2009,Final,Female,5-,Aboriginal,Barkly,317
2009,Final,Female,5-,Aboriginal,Big Rivers,679
2009,Final,Female,5-,Aboriginal,Central Australia,837
2009,Final,Female,5-,Aboriginal,East Arnhem,534
2009,Final,Female,5-,Aboriginal,Greater Darwin,761
2009,Final,Female,5-,Aboriginal,Top End,645
2009,Final,Female,5-,Non-Aboriginal,Barkly,22
2009,Final,Female,5-,Non-Aboriginal,Big Rivers,296
2009,Final,Female,5-,Non-Aboriginal,Central Australia,672
2009,Final,Female,5-,Non-Aboriginal,East Arnhem,233
2009,Final,Female,5-,Non-Aboriginal,Greater Darwin,3453
2009,Final,Female,5-,Non-Aboriginal,Top End,101
2009,Final,Male,50-,Aboriginal,Barkly,88
2009,Final,Male,50-,Aboriginal,Big Rivers,205
2009,Final,Male,50-,Aboriginal,Central Australia,306
2009,Final,Male,50-,Aboriginal,East Arnhem,182
2009,Final,Male,50-,Aboriginal,Greater Darwin,270
2009,Final,Male,50-,Aboriginal,Top End,166
2009,Final,Male,50-,Non-Aboriginal,Barkly,113
2009,Final,Male,50-,Non-Aboriginal,Big Rivers,412
2009,Final,Male,50-,Non-Aboriginal,Central Australia,1174
2009,Final,Male,50-,Non-Aboriginal,East Arnhem,302
2009,Final,Male,50-,Non-Aboriginal,Greater Darwin,4010
2009,Final,Male,50-,Non-Aboriginal,Top End,256
2009,Final,Female,50-,Aboriginal,Barkly,133
2009,Final,Female,50-,Aboriginal,Big Rivers,180
2009,Final,Female,50-,Aboriginal,Central Australia,380
2009,Final,Female,50-,Aboriginal,East Arnhem,218
2009,Final,Female,50-,Aboriginal,Greater Darwin,285
2009,Final,Female,50-,Aboriginal,Top End,185
2009,Final,Female,50-,Non-Aboriginal,Barkly,102
2009,Final,Female,50-,Non-Aboriginal,Big Rivers,297
2009,Final,Female,50-,Non-Aboriginal,Central Australia,1006
2009,Final,Female,50-,Non-Aboriginal,East Arnhem,192
2009,Final,Female,50-,Non-Aboriginal,Greater Darwin,3733
2009,Final,Female,50-,Non-Aboriginal,Top End,240
2009,Final,Male,55-,Aboriginal,Barkly,74
2009,Final,Male,55-,Aboriginal,Big Rivers,129
2009,Final,Male,55-,Aboriginal,Central Australia,147
2009,Final,Male,55-,Aboriginal,East Arnhem,107
2009,Final,Male,55-,Aboriginal,Greater Darwin,192
2009,Final,Male,55-,Aboriginal,Top End,125
2009,Final,Male,55-,Non-Aboriginal,Barkly,128
2009,Final,Male,55-,Non-Aboriginal,Big Rivers,398
2009,Final,Male,55-,Non-Aboriginal,Central Australia,926
2009,Final,Male,55-,Non-Aboriginal,East Arnhem,266
2009,Final,Male,55-,Non-Aboriginal,Greater Darwin,3752
2009,Final,Male,55-,Non-Aboriginal,Top End,272
2009,Final,Female,55-,Aboriginal,Barkly,71
2009,Final,Female,55-,Aboriginal,Big Rivers,162
2009,Final,Female,55-,Aboriginal,Central Australia,282
2009,Final,Female,55-,Aboriginal,East Arnhem,94
2009,Final,Female,55-,Aboriginal,Greater Darwin,221
2009,Final,Female,55-,Aboriginal,Top End,151
2009,Final,Female,55-,Non-Aboriginal,Barkly,110
2009,Final,Female,55-,Non-Aboriginal,Big Rivers,285
2009,Final,Female,55-,Non-Aboriginal,Central Australia,733
2009,Final,Female,55-,Non-Aboriginal,East Arnhem,161
2009,Final,Female,55-,Non-Aboriginal,Greater Darwin,3111
2009,Final,Female,55-,Non-Aboriginal,Top End,182
2009,Final,Male,60-,Aboriginal,Barkly,61
2009,Final,Male,60-,Aboriginal,Big Rivers,123
2009,Final,Male,60-,Aboriginal,Central Australia,130
2009,Final,Male,60-,Aboriginal,East Arnhem,96
2009,Final,Male,60-,Aboriginal,Greater Darwin,96
2009,Final,Male,60-,Aboriginal,Top End,100
2009,Final,Male,60-,Non-Aboriginal,Barkly,87
2009,Final,Male,60-,Non-Aboriginal,Big Rivers,292
2009,Final,Male,60-,Non-Aboriginal,Central Australia,634
2009,Final,Male,60-,Non-Aboriginal,East Arnhem,126
2009,Final,Male,60-,Non-Aboriginal,Greater Darwin,2914
2009,Final,Male,60-,Non-Aboriginal,Top End,208
2009,Final,Female,60-,Aboriginal,Barkly,56
2009,Final,Female,60-,Aboriginal,Big Rivers,95
2009,Final,Female,60-,Aboriginal,Central Australia,227
2009,Final,Female,60-,Aboriginal,East Arnhem,130
2009,Final,Female,60-,Aboriginal,Greater Darwin,161
2009,Final,Female,60-,Aboriginal,Top End,85
2009,Final,Female,60-,Non-Aboriginal,Barkly,46
2009,Final,Female,60-,Non-Aboriginal,Big Rivers,170
2009,Final,Female,60-,Non-Aboriginal,Central Australia,443
2009,Final,Female,60-,Non-Aboriginal,East Arnhem,40
2009,Final,Female,60-,Non-Aboriginal,Greater Darwin,2231
2009,Final,Female,60-,Non-Aboriginal,Top End,119
2009,Final,Male,65-,Aboriginal,Barkly,35
2009,Final,Male,65-,Aboriginal,Big Rivers,69
2009,Final,Male,65-,Aboriginal,Central Australia,84
2009,Final,Male,65-,Aboriginal,East Arnhem,53
2009,Final,Male,65-,Aboriginal,Greater Darwin,76
2009,Final,Male,65-,Aboriginal,Top End,66
2009,Final,Male,65-,Non-Aboriginal,Barkly,75
2009,Final,Male,65-,Non-Aboriginal,Big Rivers,198
2009,Final,Male,65-,Non-Aboriginal,Central Australia,389
2009,Final,Male,65-,Non-Aboriginal,East Arnhem,45
2009,Final,Male,65-,Non-Aboriginal,Greater Darwin,1768
2009,Final,Male,65-,Non-Aboriginal,Top End,140
2009,Final,Female,65-,Aboriginal,Barkly,44
2009,Final,Female,65-,Aboriginal,Big Rivers,94
2009,Final,Female,65-,Aboriginal,Central Australia,122
2009,Final,Female,65-,Aboriginal,East Arnhem,58
2009,Final,Female,65-,Aboriginal,Greater Darwin,117
2009,Final,Female,65-,Aboriginal,Top End,62
2009,Final,Female,65-,Non-Aboriginal,Barkly,39
2009,Final,Female,65-,Non-Aboriginal,Big Rivers,124
2009,Final,Female,65-,Non-Aboriginal,Central Australia,257
2009,Final,Female,65-,Non-Aboriginal,East Arnhem,13
2009,Final,Female,65-,Non-Aboriginal,Greater Darwin,1314
2009,Final,Female,65-,Non-Aboriginal,Top End,53
2009,Final,Male,70-,Aboriginal,Barkly,20
2009,Final,Male,70-,Aboriginal,Big Rivers,54
2009,Final,Male,70-,Aboriginal,Central Australia,35
2009,Final,Male,70-,Aboriginal,East Arnhem,15
2009,Final,Male,70-,Aboriginal,Greater Darwin,58
2009,Final,Male,70-,Aboriginal,Top End,49
2009,Final,Male,70-,Non-Aboriginal,Barkly,22
2009,Final,Male,70-,Non-Aboriginal,Big Rivers,112
2009,Final,Male,70-,Non-Aboriginal,Central Australia,194
2009,Final,Male,70-,Non-Aboriginal,East Arnhem,10
2009,Final,Male,70-,Non-Aboriginal,Greater Darwin,998
2009,Final,Male,70-,Non-Aboriginal,Top End,42
2009,Final,Female,70-,Aboriginal,Barkly,41
2009,Final,Female,70-,Aboriginal,Big Rivers,57
2009,Final,Female,70-,Aboriginal,Central Australia,137
2009,Final,Female,70-,Aboriginal,East Arnhem,33
2009,Final,Female,70-,Aboriginal,Greater Darwin,69
2009,Final,Female,70-,Aboriginal,Top End,33
2009,Final,Female,70-,Non-Aboriginal,Barkly,9
2009,Final,Female,70-,Non-Aboriginal,Big Rivers,44
2009,Final,Female,70-,Non-Aboriginal,Central Australia,108
2009,Final,Female,70-,Non-Aboriginal,East Arnhem,0
2009,Final,Female,70-,Non-Aboriginal,Greater Darwin,743
2009,Final,Female,70-,Non-Aboriginal,Top End,21
2009,Final,Male,75-,Aboriginal,Barkly,8
2009,Final,Male,75-,Aboriginal,Big Rivers,22
2009,Final,Male,75-,Aboriginal,Central Australia,37
2009,Final,Male,75-,Aboriginal,East Arnhem,6
2009,Final,Male,75-,Aboriginal,Greater Darwin,17
2009,Final,Male,75-,Aboriginal,Top End,15
2009,Final,Male,75-,Non-Aboriginal,Barkly,17
2009,Final,Male,75-,Non-Aboriginal,Big Rivers,39
2009,Final,Male,75-,Non-Aboriginal,Central Australia,122
2009,Final,Male,75-,Non-Aboriginal,East Arnhem,2
2009,Final,Male,75-,Non-Aboriginal,Greater Darwin,544
2009,Final,Male,75-,Non-Aboriginal,Top End,24
2009,Final,Female,75-,Aboriginal,Barkly,16
2009,Final,Female,75-,Aboriginal,Big Rivers,18
2009,Final,Female,75-,Aboriginal,Central Australia,48
2009,Final,Female,75-,Aboriginal,East Arnhem,21
2009,Final,Female,75-,Aboriginal,Greater Darwin,39
2009,Final,Female,75-,Aboriginal,Top End,35
2009,Final,Female,75-,Non-Aboriginal,Barkly,5
2009,Final,Female,75-,Non-Aboriginal,Big Rivers,23
2009,Final,Female,75-,Non-Aboriginal,Central Australia,129
2009,Final,Female,75-,Non-Aboriginal,East Arnhem,3
2009,Final,Female,75-,Non-Aboriginal,Greater Darwin,454
2009,Final,Female,75-,Non-Aboriginal,Top End,19
2009,Final,Male,80-,Aboriginal,Barkly,14
2009,Final,Male,80-,Aboriginal,Big Rivers,6
2009,Final,Male,80-,Aboriginal,Central Australia,37
2009,Final,Male,80-,Aboriginal,East Arnhem,12
2009,Final,Male,80-,Aboriginal,Greater Darwin,5
2009,Final,Male,80-,Aboriginal,Top End,0
2009,Final,Male,80-,Non-Aboriginal,Barkly,4
2009,Final,Male,80-,Non-Aboriginal,Big Rivers,31
2009,Final,Male,80-,Non-Aboriginal,Central Australia,53
2009,Final,Male,80-,Non-Aboriginal,East Arnhem,1
2009,Final,Male,80-,Non-Aboriginal,Greater Darwin,289
2009,Final,Male,80-,Non-Aboriginal,Top End,9
2009,Final,Female,80-,Aboriginal,Barkly,3
2009,Final,Female,80-,Aboriginal,Big Rivers,17
2009,Final,Female,80-,Aboriginal,Central Australia,42
2009,Final,Female,80-,Aboriginal,East Arnhem,11
2009,Final,Female,80-,Aboriginal,Greater Darwin,27
2009,Final,Female,80-,Aboriginal,Top End,12
2009,Final,Female,80-,Non-Aboriginal,Barkly,3
2009,Final,Female,80-,Non-Aboriginal,Big Rivers,15
2009,Final,Female,80-,Non-Aboriginal,Central Australia,66
2009,Final,Female,80-,Non-Aboriginal,East Arnhem,0
2009,Final,Female,80-,Non-Aboriginal,Greater Darwin,322
2009,Final,Female,80-,Non-Aboriginal,Top End,6
2009,Final,Male,85+,Aboriginal,Barkly,3
2009,Final,Male,85+,Aboriginal,Big Rivers,14
2009,Final,Male,85+,Aboriginal,Central Australia,12
2009,Final,Male,85+,Aboriginal,East Arnhem,6
2009,Final,Male,85+,Aboriginal,Greater Darwin,5
2009,Final,Male,85+,Aboriginal,Top End,9
2009,Final,Male,85+,Non-Aboriginal,Barkly,3
2009,Final,Male,85+,Non-Aboriginal,Big Rivers,10
2009,Final,Male,85+,Non-Aboriginal,Central Australia,21
2009,Final,Male,85+,Non-Aboriginal,East Arnhem,0
2009,Final,Male,85+,Non-Aboriginal,Greater Darwin,127
2009,Final,Male,85+,Non-Aboriginal,Top End,1
2009,Final,Female,85+,Aboriginal,Barkly,12
2009,Final,Female,85+,Aboriginal,Big Rivers,28
2009,Final,Female,85+,Aboriginal,Central Australia,31
2009,Final,Female,85+,Aboriginal,East Arnhem,7
2009,Final,Female,85+,Aboriginal,Greater Darwin,4
2009,Final,Female,85+,Aboriginal,Top End,16
2009,Final,Female,85+,Non-Aboriginal,Barkly,1
2009,Final,Female,85+,Non-Aboriginal,Big Rivers,9
2009,Final,Female,85+,Non-Aboriginal,Central Australia,70
2009,Final,Female,85+,Non-Aboriginal,East Arnhem,0
2009,Final,Female,85+,Non-Aboriginal,Greater Darwin,222
2009,Final,Female,85+,Non-Aboriginal,Top End,1
2010,Final,Male,0-,Aboriginal,Barkly,342
2010,Final,Male,0-,Aboriginal,Big Rivers,778
2010,Final,Male,0-,Aboriginal,Central Australia,916
2010,Final,Male,0-,Aboriginal,East Arnhem,604
2010,Final,Male,0-,Aboriginal,Greater Darwin,863
2010,Final,Male,0-,Aboriginal,Top End,750
2010,Final,Male,0-,Non-Aboriginal,Barkly,55
2010,Final,Male,0-,Non-Aboriginal,Big Rivers,339
2010,Final,Male,0-,Non-Aboriginal,Central Australia,733
2010,Final,Male,0-,Non-Aboriginal,East Arnhem,250
2010,Final,Male,0-,Non-Aboriginal,Greater Darwin,3917
2010,Final,Male,0-,Non-Aboriginal,Top End,131
2010,Final,Female,0-,Aboriginal,Barkly,284
2010,Final,Female,0-,Aboriginal,Big Rivers,732
2010,Final,Female,0-,Aboriginal,Central Australia,970
2010,Final,Female,0-,Aboriginal,East Arnhem,484
2010,Final,Female,0-,Aboriginal,Greater Darwin,754
2010,Final,Female,0-,Aboriginal,Top End,661
2010,Final,Female,0-,Non-Aboriginal,Barkly,32
2010,Final,Female,0-,Non-Aboriginal,Big Rivers,295
2010,Final,Female,0-,Non-Aboriginal,Central Australia,637
2010,Final,Female,0-,Non-Aboriginal,East Arnhem,230
2010,Final,Female,0-,Non-Aboriginal,Greater Darwin,3901
2010,Final,Female,0-,Non-Aboriginal,Top End,113
2010,Final,Male,10-,Aboriginal,Barkly,292
2010,Final,Male,10-,Aboriginal,Big Rivers,643
2010,Final,Male,10-,Aboriginal,Central Australia,784
2010,Final,Male,10-,Aboriginal,East Arnhem,445
2010,Final,Male,10-,Aboriginal,Greater Darwin,857
2010,Final,Male,10-,Aboriginal,Top End,649
2010,Final,Male,10-,Non-Aboriginal,Barkly,40
2010,Final,Male,10-,Non-Aboriginal,Big Rivers,309
2010,Final,Male,10-,Non-Aboriginal,Central Australia,790
2010,Final,Male,10-,Non-Aboriginal,East Arnhem,201
2010,Final,Male,10-,Non-Aboriginal,Greater Darwin,3462
2010,Final,Male,10-,Non-Aboriginal,Top End,150
2010,Final,Female,10-,Aboriginal,Barkly,245
2010,Final,Female,10-,Aboriginal,Big Rivers,529
2010,Final,Female,10-,Aboriginal,Central Australia,764
2010,Final,Female,10-,Aboriginal,East Arnhem,420
2010,Final,Female,10-,Aboriginal,Greater Darwin,727
2010,Final,Female,10-,Aboriginal,Top End,527
2010,Final,Female,10-,Non-Aboriginal,Barkly,30
2010,Final,Female,10-,Non-Aboriginal,Big Rivers,281
2010,Final,Female,10-,Non-Aboriginal,Central Australia,671
2010,Final,Female,10-,Non-Aboriginal,East Arnhem,173
2010,Final,Female,10-,Non-Aboriginal,Greater Darwin,3356
2010,Final,Female,10-,Non-Aboriginal,Top End,99
2010,Final,Male,15-,Aboriginal,Barkly,287
2010,Final,Male,15-,Aboriginal,Big Rivers,627
2010,Final,Male,15-,Aboriginal,Central Australia,829
2010,Final,Male,15-,Aboriginal,East Arnhem,538
2010,Final,Male,15-,Aboriginal,Greater Darwin,779
2010,Final,Male,15-,Aboriginal,Top End,564
2010,Final,Male,15-,Non-Aboriginal,Barkly,88
2010,Final,Male,15-,Non-Aboriginal,Big Rivers,263
2010,Final,Male,15-,Non-Aboriginal,Central Australia,815
2010,Final,Male,15-,Non-Aboriginal,East Arnhem,158
2010,Final,Male,15-,Non-Aboriginal,Greater Darwin,3688
2010,Final,Male,15-,Non-Aboriginal,Top End,99
2010,Final,Female,15-,Aboriginal,Barkly,260
2010,Final,Female,15-,Aboriginal,Big Rivers,548
2010,Final,Female,15-,Aboriginal,Central Australia,728
2010,Final,Female,15-,Aboriginal,East Arnhem,460
2010,Final,Female,15-,Aboriginal,Greater Darwin,686
2010,Final,Female,15-,Aboriginal,Top End,562
2010,Final,Female,15-,Non-Aboriginal,Barkly,63
2010,Final,Female,15-,Non-Aboriginal,Big Rivers,225
2010,Final,Female,15-,Non-Aboriginal,Central Australia,749
2010,Final,Female,15-,Non-Aboriginal,East Arnhem,125
2010,Final,Female,15-,Non-Aboriginal,Greater Darwin,3296
2010,Final,Female,15-,Non-Aboriginal,Top End,61
2010,Final,Male,20-,Aboriginal,Barkly,309
2010,Final,Male,20-,Aboriginal,Big Rivers,593
2010,Final,Male,20-,Aboriginal,Central Australia,838
2010,Final,Male,20-,Aboriginal,East Arnhem,510
2010,Final,Male,20-,Aboriginal,Greater Darwin,688
2010,Final,Male,20-,Aboriginal,Top End,626
2010,Final,Male,20-,Non-Aboriginal,Barkly,103
2010,Final,Male,20-,Non-Aboriginal,Big Rivers,407
2010,Final,Male,20-,Non-Aboriginal,Central Australia,977
2010,Final,Male,20-,Non-Aboriginal,East Arnhem,197
2010,Final,Male,20-,Non-Aboriginal,Greater Darwin,5415
2010,Final,Male,20-,Non-Aboriginal,Top End,128
2010,Final,Female,20-,Aboriginal,Barkly,210
2010,Final,Female,20-,Aboriginal,Big Rivers,525
2010,Final,Female,20-,Aboriginal,Central Australia,817
2010,Final,Female,20-,Aboriginal,East Arnhem,454
2010,Final,Female,20-,Aboriginal,Greater Darwin,538
2010,Final,Female,20-,Aboriginal,Top End,527
2010,Final,Female,20-,Non-Aboriginal,Barkly,93
2010,Final,Female,20-,Non-Aboriginal,Big Rivers,288
2010,Final,Female,20-,Non-Aboriginal,Central Australia,893
2010,Final,Female,20-,Non-Aboriginal,East Arnhem,128
2010,Final,Female,20-,Non-Aboriginal,Greater Darwin,4234
2010,Final,Female,20-,Non-Aboriginal,Top End,144
2010,Final,Male,25-,Aboriginal,Barkly,263
2010,Final,Male,25-,Aboriginal,Big Rivers,497
2010,Final,Male,25-,Aboriginal,Central Australia,786
2010,Final,Male,25-,Aboriginal,East Arnhem,528
2010,Final,Male,25-,Aboriginal,Greater Darwin,587
2010,Final,Male,25-,Aboriginal,Top End,572
2010,Final,Male,25-,Non-Aboriginal,Barkly,98
2010,Final,Male,25-,Non-Aboriginal,Big Rivers,474
2010,Final,Male,25-,Non-Aboriginal,Central Australia,1235
2010,Final,Male,25-,Non-Aboriginal,East Arnhem,300
2010,Final,Male,25-,Non-Aboriginal,Greater Darwin,5742
2010,Final,Male,25-,Non-Aboriginal,Top End,223
2010,Final,Female,25-,Aboriginal,Barkly,253
2010,Final,Female,25-,Aboriginal,Big Rivers,524
2010,Final,Female,25-,Aboriginal,Central Australia,812
2010,Final,Female,25-,Aboriginal,East Arnhem,517
2010,Final,Female,25-,Aboriginal,Greater Darwin,539
2010,Final,Female,25-,Aboriginal,Top End,510
2010,Final,Female,25-,Non-Aboriginal,Barkly,91
2010,Final,Female,25-,Non-Aboriginal,Big Rivers,405
2010,Final,Female,25-,Non-Aboriginal,Central Australia,1136
2010,Final,Female,25-,Non-Aboriginal,East Arnhem,258
2010,Final,Female,25-,Non-Aboriginal,Greater Darwin,5224
2010,Final,Female,25-,Non-Aboriginal,Top End,202
2010,Final,Male,30-,Aboriginal,Barkly,233
2010,Final,Male,30-,Aboriginal,Big Rivers,376
2010,Final,Male,30-,Aboriginal,Central Australia,619
2010,Final,Male,30-,Aboriginal,East Arnhem,374
2010,Final,Male,30-,Aboriginal,Greater Darwin,567
2010,Final,Male,30-,Aboriginal,Top End,405
2010,Final,Male,30-,Non-Aboriginal,Barkly,92
2010,Final,Male,30-,Non-Aboriginal,Big Rivers,445
2010,Final,Male,30-,Non-Aboriginal,Central Australia,1033
2010,Final,Male,30-,Non-Aboriginal,East Arnhem,316
2010,Final,Male,30-,Non-Aboriginal,Greater Darwin,4869
2010,Final,Male,30-,Non-Aboriginal,Top End,229
2010,Final,Female,30-,Aboriginal,Barkly,211
2010,Final,Female,30-,Aboriginal,Big Rivers,411
2010,Final,Female,30-,Aboriginal,Central Australia,679
2010,Final,Female,30-,Aboriginal,East Arnhem,392
2010,Final,Female,30-,Aboriginal,Greater Darwin,496
2010,Final,Female,30-,Aboriginal,Top End,371
2010,Final,Female,30-,Non-Aboriginal,Barkly,66
