Year,Status,Sex,Age Group,Aboriginal status,Region,Population
1988,Final,Male,25-,Non-Aboriginal,Big Rivers,676
1988,Final,Male,25-,Non-Aboriginal,Central Australia,1411
1988,Final,Male,25-,Non-Aboriginal,East Arnhem,213
1988,Final,Male,25-,Non-Aboriginal,Greater Darwin,4575
1988,Final,Male,25-,Non-Aboriginal,Top End,265
1988,Final,Female,25-,Aboriginal,Barkly,181
1988,Final,Female,25-,Aboriginal,Big Rivers,347
1988,Final,Female,25-,Aboriginal,Central Australia,600
1988,Final,Female,25-,Aboriginal,East Arnhem,225
1988,Final,Female,25-,Aboriginal,Greater Darwin,272
1988,Final,Female,25-,Aboriginal,Top End,350
1988,Final,Female,25-,Non-Aboriginal,Barkly,134
1988,Final,Female,25-,Non-Aboriginal,Big Rivers,494
1988,Final,Female,25-,Non-Aboriginal,Central Australia,1205
1988,Final,Female,25-,Non-Aboriginal,East Arnhem,163
1988,Final,Female,25-,Non-Aboriginal,Greater Darwin,4303
1988,Final,Female,25-,Non-Aboriginal,Top End,227
1988,Final,Male,30-,Aboriginal,Barkly,104
1988,Final,Male,30-,Aboriginal,Big Rivers,214
1988,Final,Male,30-,Aboriginal,Central Australia,391
1988,Final,Male,30-,Aboriginal,East Arnhem,258
1988,Final,Male,30-,Aboriginal,Greater Darwin,209
1988,Final,Male,30-,Aboriginal,Top End,235
1988,Final,Male,30-,Non-Aboriginal,Barkly,139
1988,Final,Male,30-,Non-Aboriginal,Big Rivers,564
1988,Final,Male,30-,Non-Aboriginal,Central Australia,1215
1988,Final,Male,30-,Non-Aboriginal,East Arnhem,249
1988,Final,Male,30-,Non-Aboriginal,Greater Darwin,4254
1988,Final,Male,30-,Non-Aboriginal,Top End,242
1988,Final,Female,30-,Aboriginal,Barkly,129
1988,Final,Female,30-,Aboriginal,Big Rivers,230
1988,Final,Female,30-,Aboriginal,Central Australia,405
1988,Final,Female,30-,Aboriginal,East Arnhem,192
1988,Final,Female,30-,Aboriginal,Greater Darwin,267
1988,Final,Female,30-,Aboriginal,Top End,237
1988,Final,Female,30-,Non-Aboriginal,Barkly,104
1988,Final,Female,30-,Non-Aboriginal,Big Rivers,454
1988,Final,Female,30-,Non-Aboriginal,Central Australia,1121
1988,Final,Female,30-,Non-Aboriginal,East Arnhem,282
1988,Final,Female,30-,Non-Aboriginal,Greater Darwin,4136
1988,Final,Female,30-,Non-Aboriginal,Top End,202
1988,Final,Male,35-,Aboriginal,Barkly,94
1988,Final,Male,35-,Aboriginal,Big Rivers,193
1988,Final,Male,35-,Aboriginal,Central Australia,297
1988,Final,Male,35-,Aboriginal,East Arnhem,227
1988,Final,Male,35-,Aboriginal,Greater Darwin,203
1988,Final,Male,35-,Aboriginal,Top End,209
1988,Final,Male,35-,Non-Aboriginal,Barkly,127
1988,Final,Male,35-,Non-Aboriginal,Big Rivers,510
1988,Final,Male,35-,Non-Aboriginal,Central Australia,1021
1988,Final,Male,35-,Non-Aboriginal,East Arnhem,316
1988,Final,Male,35-,Non-Aboriginal,Greater Darwin,4238
1988,Final,Male,35-,Non-Aboriginal,Top End,262
1988,Final,Female,35-,Aboriginal,Barkly,122
1988,Final,Female,35-,Aboriginal,Big Rivers,224
1988,Final,Female,35-,Aboriginal,Central Australia,348
1988,Final,Female,35-,Aboriginal,East Arnhem,208
1988,Final,Female,35-,Aboriginal,Greater Darwin,224
1988,Final,Female,35-,Aboriginal,Top End,212
1988,Final,Female,35-,Non-Aboriginal,Barkly,103
1988,Final,Female,35-,Non-Aboriginal,Big Rivers,312
1988,Final,Female,35-,Non-Aboriginal,Central Australia,880
1988,Final,Female,35-,Non-Aboriginal,East Arnhem,237
1988,Final,Female,35-,Non-Aboriginal,Greater Darwin,3603
1988,Final,Female,35-,Non-Aboriginal,Top End,156
1988,Final,Male,40-,Aboriginal,Barkly,76
1988,Final,Male,40-,Aboriginal,Big Rivers,151
1988,Final,Male,40-,Aboriginal,Central Australia,226
1988,Final,Male,40-,Aboriginal,East Arnhem,161
1988,Final,Male,40-,Aboriginal,Greater Darwin,174
1988,Final,Male,40-,Aboriginal,Top End,152
1988,Final,Male,40-,Non-Aboriginal,Barkly,131
1988,Final,Male,40-,Non-Aboriginal,Big Rivers,389
1988,Final,Male,40-,Non-Aboriginal,Central Australia,826
1988,Final,Male,40-,Non-Aboriginal,East Arnhem,284
1988,Final,Male,40-,Non-Aboriginal,Greater Darwin,3707
1988,Final,Male,40-,Non-Aboriginal,Top End,196
1988,Final,Female,40-,Aboriginal,Barkly,86
1988,Final,Female,40-,Aboriginal,Big Rivers,155
1988,Final,Female,40-,Aboriginal,Central Australia,285
1988,Final,Female,40-,Aboriginal,East Arnhem,122
1988,Final,Female,40-,Aboriginal,Greater Darwin,161
1988,Final,Female,40-,Aboriginal,Top End,147
1988,Final,Female,40-,Non-Aboriginal,Barkly,96
1988,Final,Female,40-,Non-Aboriginal,Big Rivers,218
1988,Final,Female,40-,Non-Aboriginal,Central Australia,642
1988,Final,Female,40-,Non-Aboriginal,East Arnhem,148
1988,Final,Female,40-,Non-Aboriginal,Greater Darwin,3009
1988,Final,Female,40-,Non-Aboriginal,Top End,99
1988,Final,Male,45-,Aboriginal,Barkly,50
1988,Final,Male,45-,Aboriginal,Big Rivers,89
1988,Final,Male,45-,Aboriginal,Central Australia,129
1988,Final,Male,45-,Aboriginal,East Arnhem,106
1988,Final,Male,45-,Aboriginal,Greater Darwin,118
1988,Final,Male,45-,Aboriginal,Top End,98
1988,Final,Male,45-,Non-Aboriginal,Barkly,107
1988,Final,Male,45-,Non-Aboriginal,Big Rivers,306
1988,Final,Male,45-,Non-Aboriginal,Central Australia,661
1988,Final,Male,45-,Non-Aboriginal,East Arnhem,211
1988,Final,Male,45-,Non-Aboriginal,Greater Darwin,2559
1988,Final,Male,45-,Non-Aboriginal,Top End,171
1988,Final,Female,45-,Aboriginal,Barkly,49
1988,Final,Female,45-,Aboriginal,Big Rivers,96
1988,Final,Female,45-,Aboriginal,Central Australia,175
1988,Final,Female,45-,Aboriginal,East Arnhem,70
1988,Final,Female,45-,Aboriginal,Greater Darwin,107
1988,Final,Female,45-,Aboriginal,Top End,100
1988,Final,Female,45-,Non-Aboriginal,Barkly,65
1988,Final,Female,45-,Non-Aboriginal,Big Rivers,180
1988,Final,Female,45-,Non-Aboriginal,Central Australia,526
1988,Final,Female,45-,Non-Aboriginal,East Arnhem,105
1988,Final,Female,45-,Non-Aboriginal,Greater Darwin,1849
1988,Final,Female,45-,Non-Aboriginal,Top End,94
1988,Final,Male,5-,Aboriginal,Barkly,268
1988,Final,Male,5-,Aboriginal,Big Rivers,473
1988,Final,Male,5-,Aboriginal,Central Australia,656
1988,Final,Male,5-,Aboriginal,East Arnhem,458
1988,Final,Male,5-,Aboriginal,Greater Darwin,439
1988,Final,Male,5-,Aboriginal,Top End,462
1988,Final,Male,5-,Non-Aboriginal,Barkly,71
1988,Final,Male,5-,Non-Aboriginal,Big Rivers,446
1988,Final,Male,5-,Non-Aboriginal,Central Australia,844
1988,Final,Male,5-,Non-Aboriginal,East Arnhem,248
1988,Final,Male,5-,Non-Aboriginal,Greater Darwin,3379
1988,Final,Male,5-,Non-Aboriginal,Top End,105
1988,Final,Female,5-,Aboriginal,Barkly,239
1988,Final,Female,5-,Aboriginal,Big Rivers,462
1988,Final,Female,5-,Aboriginal,Central Australia,682
1988,Final,Female,5-,Aboriginal,East Arnhem,374
1988,Final,Female,5-,Aboriginal,Greater Darwin,372
1988,Final,Female,5-,Aboriginal,Top End,483
1988,Final,Female,5-,Non-Aboriginal,Barkly,72
1988,Final,Female,5-,Non-Aboriginal,Big Rivers,363
1988,Final,Female,5-,Non-Aboriginal,Central Australia,733
1988,Final,Female,5-,Non-Aboriginal,East Arnhem,209
1988,Final,Female,5-,Non-Aboriginal,Greater Darwin,3213
1988,Final,Female,5-,Non-Aboriginal,Top End,112
1988,Final,Male,50-,Aboriginal,Barkly,46
1988,Final,Male,50-,Aboriginal,Big Rivers,75
1988,Final,Male,50-,Aboriginal,Central Australia,118
1988,Final,Male,50-,Aboriginal,East Arnhem,57
1988,Final,Male,50-,Aboriginal,Greater Darwin,52
1988,Final,Male,50-,Aboriginal,Top End,55
1988,Final,Male,50-,Non-Aboriginal,Barkly,95
1988,Final,Male,50-,Non-Aboriginal,Big Rivers,246
1988,Final,Male,50-,Non-Aboriginal,Central Australia,459
1988,Final,Male,50-,Non-Aboriginal,East Arnhem,114
1988,Final,Male,50-,Non-Aboriginal,Greater Darwin,1717
1988,Final,Male,50-,Non-Aboriginal,Top End,120
1988,Final,Female,50-,Aboriginal,Barkly,43
1988,Final,Female,50-,Aboriginal,Big Rivers,92
1988,Final,Female,50-,Aboriginal,Central Australia,142
1988,Final,Female,50-,Aboriginal,East Arnhem,36
1988,Final,Female,50-,Aboriginal,Greater Darwin,53
1988,Final,Female,50-,Aboriginal,Top End,68
1988,Final,Female,50-,Non-Aboriginal,Barkly,39
1988,Final,Female,50-,Non-Aboriginal,Big Rivers,130
1988,Final,Female,50-,Non-Aboriginal,Central Australia,363
1988,Final,Female,50-,Non-Aboriginal,East Arnhem,45
1988,Final,Female,50-,Non-Aboriginal,Greater Darwin,1208
1988,Final,Female,50-,Non-Aboriginal,Top End,60
1988,Final,Male,55-,Aboriginal,Barkly,23
1988,Final,Male,55-,Aboriginal,Big Rivers,73
1988,Final,Male,55-,Aboriginal,Central Australia,87
1988,Final,Male,55-,Aboriginal,East Arnhem,36
1988,Final,Male,55-,Aboriginal,Greater Darwin,34
1988,Final,Male,55-,Aboriginal,Top End,53
1988,Final,Male,55-,Non-Aboriginal,Barkly,73
1988,Final,Male,55-,Non-Aboriginal,Big Rivers,205
1988,Final,Male,55-,Non-Aboriginal,Central Australia,362
1988,Final,Male,55-,Non-Aboriginal,East Arnhem,69
1988,Final,Male,55-,Non-Aboriginal,Greater Darwin,1196
1988,Final,Male,55-,Non-Aboriginal,Top End,101
1988,Final,Female,55-,Aboriginal,Barkly,24
1988,Final,Female,55-,Aboriginal,Big Rivers,78
1988,Final,Female,55-,Aboriginal,Central Australia,117
1988,Final,Female,55-,Aboriginal,East Arnhem,31
1988,Final,Female,55-,Aboriginal,Greater Darwin,32
1988,Final,Female,55-,Aboriginal,Top End,58
1988,Final,Female,55-,Non-Aboriginal,Barkly,44
1988,Final,Female,55-,Non-Aboriginal,Big Rivers,102
1988,Final,Female,55-,Non-Aboriginal,Central Australia,249
1988,Final,Female,55-,Non-Aboriginal,East Arnhem,20
1988,Final,Female,55-,Non-Aboriginal,Greater Darwin,847
1988,Final,Female,55-,Non-Aboriginal,Top End,65
1988,Final,Male,60-,Aboriginal,Barkly,25
1988,Final,Male,60-,Aboriginal,Big Rivers,47
1988,Final,Male,60-,Aboriginal,Central Australia,84
1988,Final,Male,60-,Aboriginal,East Arnhem,19
1988,Final,Male,60-,Aboriginal,Greater Darwin,29
1988,Final,Male,60-,Aboriginal,Top End,37
1988,Final,Male,60-,Non-Aboriginal,Barkly,69
1988,Final,Male,60-,Non-Aboriginal,Big Rivers,158
1988,Final,Male,60-,Non-Aboriginal,Central Australia,246
1988,Final,Male,60-,Non-Aboriginal,East Arnhem,22
1988,Final,Male,60-,Non-Aboriginal,Greater Darwin,851
1988,Final,Male,60-,Non-Aboriginal,Top End,78
1988,Final,Female,60-,Aboriginal,Barkly,39
1988,Final,Female,60-,Aboriginal,Big Rivers,64
1988,Final,Female,60-,Aboriginal,Central Australia,100
1988,Final,Female,60-,Aboriginal,East Arnhem,16
1988,Final,Female,60-,Aboriginal,Greater Darwin,30
1988,Final,Female,60-,Aboriginal,Top End,52
1988,Final,Female,60-,Non-Aboriginal,Barkly,25
1988,Final,Female,60-,Non-Aboriginal,Big Rivers,88
1988,Final,Female,60-,Non-Aboriginal,Central Australia,194
1988,Final,Female,60-,Non-Aboriginal,East Arnhem,2
1988,Final,Female,60-,Non-Aboriginal,Greater Darwin,660
1988,Final,Female,60-,Non-Aboriginal,Top End,46
1988,Final,Male,65-,Aboriginal,Barkly,21
1988,Final,Male,65-,Aboriginal,Big Rivers,33
1988,Final,Male,65-,Aboriginal,Central Australia,49
1988,Final,Male,65-,Aboriginal,East Arnhem,17
1988,Final,Male,65-,Aboriginal,Greater Darwin,13
1988,Final,Male,65-,Aboriginal,Top End,16
1988,Final,Male,65-,Non-Aboriginal,Barkly,32
1988,Final,Male,65-,Non-Aboriginal,Big Rivers,92
1988,Final,Male,65-,Non-Aboriginal,Central Australia,155
1988,Final,Male,65-,Non-Aboriginal,East Arnhem,3
1988,Final,Male,65-,Non-Aboriginal,Greater Darwin,484
1988,Final,Male,65-,Non-Aboriginal,Top End,40
1988,Final,Female,65-,Aboriginal,Barkly,22
1988,Final,Female,65-,Aboriginal,Big Rivers,43
1988,Final,Female,65-,Aboriginal,Central Australia,66
1988,Final,Female,65-,Aboriginal,East Arnhem,10
1988,Final,Female,65-,Aboriginal,Greater Darwin,24
1988,Final,Female,65-,Aboriginal,Top End,28
1988,Final,Female,65-,Non-Aboriginal,Barkly,18
1988,Final,Female,65-,Non-Aboriginal,Big Rivers,60
1988,Final,Female,65-,Non-Aboriginal,Central Australia,128
1988,Final,Female,65-,Non-Aboriginal,East Arnhem,3
1988,Final,Female,65-,Non-Aboriginal,Greater Darwin,453
1988,Final,Female,65-,Non-Aboriginal,Top End,33
1988,Final,Male,70-,Aboriginal,Barkly,11
1988,Final,Male,70-,Aboriginal,Big Rivers,19
1988,Final,Male,70-,Aboriginal,Central Australia,31
1988,Final,Male,70-,Aboriginal,East Arnhem,11
1988,Final,Male,70-,Aboriginal,Greater Darwin,9
1988,Final,Male,70-,Aboriginal,Top End,10
1988,Final,Male,70-,Non-Aboriginal,Barkly,16
1988,Final,Male,70-,Non-Aboriginal,Big Rivers,56
1988,Final,Male,70-,Non-Aboriginal,Central Australia,80
1988,Final,Male,70-,Non-Aboriginal,East Arnhem,0
1988,Final,Male,70-,Non-Aboriginal,Greater Darwin,307
1988,Final,Male,70-,Non-Aboriginal,Top End,20
1988,Final,Female,70-,Aboriginal,Barkly,15
1988,Final,Female,70-,Aboriginal,Big Rivers,30
1988,Final,Female,70-,Aboriginal,Central Australia,55
1988,Final,Female,70-,Aboriginal,East Arnhem,6
1988,Final,Female,70-,Aboriginal,Greater Darwin,16
1988,Final,Female,70-,Aboriginal,Top End,14
1988,Final,Female,70-,Non-Aboriginal,Barkly,5
1988,Final,Female,70-,Non-Aboriginal,Big Rivers,30
1988,Final,Female,70-,Non-Aboriginal,Central Australia,82
1988,Final,Female,70-,Non-Aboriginal,East Arnhem,0
1988,Final,Female,70-,Non-Aboriginal,Greater Darwin,310
1988,Final,Female,70-,Non-Aboriginal,Top End,14
1988,Final,Male,75-,Aboriginal,Barkly,5
1988,Final,Male,75-,Aboriginal,Big Rivers,11
1988,Final,Male,75-,Aboriginal,Central Australia,18
1988,Final,Male,75-,Aboriginal,East Arnhem,4
1988,Final,Male,75-,Aboriginal,Greater Darwin,4
1988,Final,Male,75-,Aboriginal,Top End,6
1988,Final,Male,75-,Non-Aboriginal,Barkly,6
1988,Final,Male,75-,Non-Aboriginal,Big Rivers,26
1988,Final,Male,75-,Non-Aboriginal,Central Australia,43
1988,Final,Male,75-,Non-Aboriginal,East Arnhem,0
1988,Final,Male,75-,Non-Aboriginal,Greater Darwin,159
1988,Final,Male,75-,Non-Aboriginal,Top End,7
1988,Final,Female,75-,Aboriginal,Barkly,9
1988,Final,Female,75-,Aboriginal,Big Rivers,8
1988,Final,Female,75-,Aboriginal,Central Australia,29
1988,Final,Female,75-,Aboriginal,East Arnhem,1
1988,Final,Female,75-,Aboriginal,Greater Darwin,11
1988,Final,Female,75-,Aboriginal,Top End,11
1988,Final,Female,75-,Non-Aboriginal,Barkly,4
1988,Final,Female,75-,Non-Aboriginal,Big Rivers,14
1988,Final,Female,75-,Non-Aboriginal,Central Australia,57
1988,Final,Female,75-,Non-Aboriginal,East Arnhem,0
1988,Final,Female,75-,Non-Aboriginal,Greater Darwin,186
1988,Final,Female,75-,Non-Aboriginal,Top End,4
1988,Final,Male,80-,Aboriginal,Barkly,1
1988,Final,Male,80-,Aboriginal,Big Rivers,5
1988,Final,Male,80-,Aboriginal,Central Australia,10
1988,Final,Male,80-,Aboriginal,East Arnhem,1
1988,Final,Male,80-,Aboriginal,Greater Darwin,1
1988,Final,Male,80-,Aboriginal,Top End,2
1988,Final,Male,80-,Non-Aboriginal,Barkly,2
1988,Final,Male,80-,Non-Aboriginal,Big Rivers,9
1988,Final,Male,80-,Non-Aboriginal,Central Australia,19
1988,Final,Male,80-,Non-Aboriginal,East Arnhem,0
1988,Final,Male,80-,Non-Aboriginal,Greater Darwin,74
1988,Final,Male,80-,Non-Aboriginal,Top End,2
1988,Final,Female,80-,Aboriginal,Barkly,5
1988,Final,Female,80-,Aboriginal,Big Rivers,3
1988,Final,Female,80-,Aboriginal,Central Australia,9
1988,Final,Female,80-,Aboriginal,East Arnhem,0
1988,Final,Female,80-,Aboriginal,Greater Darwin,5
1988,Final,Female,80-,Aboriginal,Top End,5
1988,Final,Female,80-,Non-Aboriginal,Barkly,4
1988,Final,Female,80-,Non-Aboriginal,Big Rivers,9
1988,Final,Female,80-,Non-Aboriginal,Central Australia,30
1988,Final,Female,80-,Non-Aboriginal,East Arnhem,0
1988,Final,Female,80-,Non-Aboriginal,Greater Darwin,80
1988,Final,Female,80-,Non-Aboriginal,Top End,3
1988,Final,Male,85+,Aboriginal,Barkly,0
1988,Final,Male,85+,Aboriginal,Big Rivers,2
1988,Final,Male,85+,Aboriginal,Central Australia,5
1988,Final,Male,85+,Aboriginal,East Arnhem,1
1988,Final,Male,85+,Aboriginal,Greater Darwin,1
1988,Final,Male,85+,Aboriginal,Top End,1
1988,Final,Male,85+,Non-Aboriginal,Barkly,5
1988,Final,Male,85+,Non-Aboriginal,Big Rivers,9
1988,Final,Male,85+,Non-Aboriginal,Central Australia,23
1988,Final,Male,85+,Non-Aboriginal,East Arnhem,1
1988,Final,Male,85+,Non-Aboriginal,Greater Darwin,30
1988,Final,Male,85+,Non-Aboriginal,Top End,2
1988,Final,Female,85+,Aboriginal,Barkly,4
1988,Final,Female,85+,Aboriginal,Big Rivers,6
1988,Final,Female,85+,Aboriginal,Central Australia,10
1988,Final,Female,85+,Aboriginal,East Arnhem,0
1988,Final,Female,85+,Aboriginal,Greater Darwin,2
1988,Final,Female,85+,Aboriginal,Top End,2
1988,Final,Female,85+,Non-Aboriginal,Barkly,3
1988,Final,Female,85+,Non-Aboriginal,Big Rivers,7
1988,Final,Female,85+,Non-Aboriginal,Central Australia,18
1988,Final,Female,85+,Non-Aboriginal,East Arnhem,0
1988,Final,Female,85+,Non-Aboriginal,Greater Darwin,80
1988,Final,Female,85+,Non-Aboriginal,Top End,2
1989,Final,Male,0-,Aboriginal,Barkly,278
1989,Final,Male,0-,Aboriginal,Big Rivers,533
1989,Final,Male,0-,Aboriginal,Central Australia,834
1989,Final,Male,0-,Aboriginal,East Arnhem,492
1989,Final,Male,0-,Aboriginal,Greater Darwin,482
1989,Final,Male,0-,Aboriginal,Top End,534
1989,Final,Male,0-,Non-Aboriginal,Barkly,109
1989,Final,Male,0-,Non-Aboriginal,Big Rivers,440
1989,Final,Male,0-,Non-Aboriginal,Central Australia,821
1989,Final,Male,0-,Non-Aboriginal,East Arnhem,186
1989,Final,Male,0-,Non-Aboriginal,Greater Darwin,3603
1989,Final,Male,0-,Non-Aboriginal,Top End,116
1989,Final,Female,0-,Aboriginal,Barkly,272
1989,Final,Female,0-,Aboriginal,Big Rivers,518
1989,Final,Female,0-,Aboriginal,Central Australia,763
1989,Final,Female,0-,Aboriginal,East Arnhem,377
1989,Final,Female,0-,Aboriginal,Greater Darwin,444
1989,Final,Female,0-,Aboriginal,Top End,544
1989,Final,Female,0-,Non-Aboriginal,Barkly,79
1989,Final,Female,0-,Non-Aboriginal,Big Rivers,421
1989,Final,Female,0-,Non-Aboriginal,Central Australia,839
1989,Final,Female,0-,Non-Aboriginal,East Arnhem,176
1989,Final,Female,0-,Non-Aboriginal,Greater Darwin,3437
1989,Final,Female,0-,Non-Aboriginal,Top End,103
1989,Final,Male,10-,Aboriginal,Barkly,222
1989,Final,Male,10-,Aboriginal,Big Rivers,386
1989,Final,Male,10-,Aboriginal,Central Australia,627
1989,Final,Male,10-,Aboriginal,East Arnhem,405
1989,Final,Male,10-,Aboriginal,Greater Darwin,535
1989,Final,Male,10-,Aboriginal,Top End,406
1989,Final,Male,10-,Non-Aboriginal,Barkly,68
1989,Final,Male,10-,Non-Aboriginal,Big Rivers,294
1989,Final,Male,10-,Non-Aboriginal,Central Australia,736
1989,Final,Male,10-,Non-Aboriginal,East Arnhem,194
1989,Final,Male,10-,Non-Aboriginal,Greater Darwin,3304
1989,Final,Male,10-,Non-Aboriginal,Top End,90
1989,Final,Female,10-,Aboriginal,Barkly,206
1989,Final,Female,10-,Aboriginal,Big Rivers,393
1989,Final,Female,10-,Aboriginal,Central Australia,645
1989,Final,Female,10-,Aboriginal,East Arnhem,353
1989,Final,Female,10-,Aboriginal,Greater Darwin,447
1989,Final,Female,10-,Aboriginal,Top End,401
1989,Final,Female,10-,Non-Aboriginal,Barkly,50
1989,Final,Female,10-,Non-Aboriginal,Big Rivers,223
1989,Final,Female,10-,Non-Aboriginal,Central Australia,625
1989,Final,Female,10-,Non-Aboriginal,East Arnhem,144
1989,Final,Female,10-,Non-Aboriginal,Greater Darwin,3037
1989,Final,Female,10-,Non-Aboriginal,Top End,53
1989,Final,Male,15-,Aboriginal,Barkly,236
1989,Final,Male,15-,Aboriginal,Big Rivers,392
1989,Final,Male,15-,Aboriginal,Central Australia,584
1989,Final,Male,15-,Aboriginal,East Arnhem,398
1989,Final,Male,15-,Aboriginal,Greater Darwin,442
1989,Final,Male,15-,Aboriginal,Top End,405
1989,Final,Male,15-,Non-Aboriginal,Barkly,156
1989,Final,Male,15-,Non-Aboriginal,Big Rivers,296
1989,Final,Male,15-,Non-Aboriginal,Central Australia,737
1989,Final,Male,15-,Non-Aboriginal,East Arnhem,139
1989,Final,Male,15-,Non-Aboriginal,Greater Darwin,3317
1989,Final,Male,15-,Non-Aboriginal,Top End,90
1989,Final,Female,15-,Aboriginal,Barkly,230
1989,Final,Female,15-,Aboriginal,Big Rivers,451
1989,Final,Female,15-,Aboriginal,Central Australia,739
1989,Final,Female,15-,Aboriginal,East Arnhem,349
1989,Final,Female,15-,Aboriginal,Greater Darwin,430
1989,Final,Female,15-,Aboriginal,Top End,475
1989,Final,Female,15-,Non-Aboriginal,Barkly,64
1989,Final,Female,15-,Non-Aboriginal,Big Rivers,165
1989,Final,Female,15-,Non-Aboriginal,Central Australia,561
1989,Final,Female,15-,Non-Aboriginal,East Arnhem,52
1989,Final,Female,15-,Non-Aboriginal,Greater Darwin,3402
1989,Final,Female,15-,Non-Aboriginal,Top End,10
1989,Final,Male,20-,Aboriginal,Barkly,183
1989,Final,Male,20-,Aboriginal,Big Rivers,368
1989,Final,Male,20-,Aboriginal,Central Australia,487
1989,Final,Male,20-,Aboriginal,East Arnhem,297
1989,Final,Male,20-,Aboriginal,Greater Darwin,297
1989,Final,Male,20-,Aboriginal,Top End,434
1989,Final,Male,20-,Non-Aboriginal,Barkly,152
1989,Final,Male,20-,Non-Aboriginal,Big Rivers,541
1989,Final,Male,20-,Non-Aboriginal,Central Australia,1018
1989,Final,Male,20-,Non-Aboriginal,East Arnhem,131
1989,Final,Male,20-,Non-Aboriginal,Greater Darwin,3944
1989,Final,Male,20-,Non-Aboriginal,Top End,173
1989,Final,Female,20-,Aboriginal,Barkly,184
1989,Final,Female,20-,Aboriginal,Big Rivers,419
1989,Final,Female,20-,Aboriginal,Central Australia,582
1989,Final,Female,20-,Aboriginal,East Arnhem,241
1989,Final,Female,20-,Aboriginal,Greater Darwin,337
1989,Final,Female,20-,Aboriginal,Top End,421
1989,Final,Female,20-,Non-Aboriginal,Barkly,141
1989,Final,Female,20-,Non-Aboriginal,Big Rivers,397
1989,Final,Female,20-,Non-Aboriginal,Central Australia,1019
1989,Final,Female,20-,Non-Aboriginal,East Arnhem,99
1989,Final,Female,20-,Non-Aboriginal,Greater Darwin,3650
1989,Final,Female,20-,Non-Aboriginal,Top End,112
1989,Final,Male,25-,Aboriginal,Barkly,179
1989,Final,Male,25-,Aboriginal,Big Rivers,366
1989,Final,Male,25-,Aboriginal,Central Australia,525
1989,Final,Male,25-,Aboriginal,East Arnhem,316
1989,Final,Male,25-,Aboriginal,Greater Darwin,327
1989,Final,Male,25-,Aboriginal,Top End,343
1989,Final,Male,25-,Non-Aboriginal,Barkly,157
1989,Final,Male,25-,Non-Aboriginal,Big Rivers,666
1989,Final,Male,25-,Non-Aboriginal,Central Australia,1390
1989,Final,Male,25-,Non-Aboriginal,East Arnhem,209
1989,Final,Male,25-,Non-Aboriginal,Greater Darwin,4504
1989,Final,Male,25-,Non-Aboriginal,Top End,261
1989,Final,Female,25-,Aboriginal,Barkly,192
1989,Final,Female,25-,Aboriginal,Big Rivers,370
1989,Final,Female,25-,Aboriginal,Central Australia,639
1989,Final,Female,25-,Aboriginal,East Arnhem,240
1989,Final,Female,25-,Aboriginal,Greater Darwin,288
1989,Final,Female,25-,Aboriginal,Top End,373
1989,Final,Female,25-,Non-Aboriginal,Barkly,135
1989,Final,Female,25-,Non-Aboriginal,Big Rivers,497
1989,Final,Female,25-,Non-Aboriginal,Central Australia,1212
1989,Final,Female,25-,Non-Aboriginal,East Arnhem,164
1989,Final,Female,25-,Non-Aboriginal,Greater Darwin,4325
1989,Final,Female,25-,Non-Aboriginal,Top End,228
1989,Final,Male,30-,Aboriginal,Barkly,117
1989,Final,Male,30-,Aboriginal,Big Rivers,243
1989,Final,Male,30-,Aboriginal,Central Australia,443
1989,Final,Male,30-,Aboriginal,East Arnhem,293
1989,Final,Male,30-,Aboriginal,Greater Darwin,237
1989,Final,Male,30-,Aboriginal,Top End,266
1989,Final,Male,30-,Non-Aboriginal,Barkly,136
1989,Final,Male,30-,Non-Aboriginal,Big Rivers,555
1989,Final,Male,30-,Non-Aboriginal,Central Australia,1194
1989,Final,Male,30-,Non-Aboriginal,East Arnhem,245
1989,Final,Male,30-,Non-Aboriginal,Greater Darwin,4180
1989,Final,Male,30-,Non-Aboriginal,Top End,238
1989,Final,Female,30-,Aboriginal,Barkly,140
1989,Final,Female,30-,Aboriginal,Big Rivers,249
1989,Final,Female,30-,Aboriginal,Central Australia,438
1989,Final,Female,30-,Aboriginal,East Arnhem,208
1989,Final,Female,30-,Aboriginal,Greater Darwin,289
1989,Final,Female,30-,Aboriginal,Top End,257
1989,Final,Female,30-,Non-Aboriginal,Barkly,103
1989,Final,Female,30-,Non-Aboriginal,Big Rivers,448
1989,Final,Female,30-,Non-Aboriginal,Central Australia,1107
1989,Final,Female,30-,Non-Aboriginal,East Arnhem,279
1989,Final,Female,30-,Non-Aboriginal,Greater Darwin,4085
1989,Final,Female,30-,Non-Aboriginal,Top End,200
1989,Final,Male,35-,Aboriginal,Barkly,102
1989,Final,Male,35-,Aboriginal,Big Rivers,211
1989,Final,Male,35-,Aboriginal,Central Australia,324
1989,Final,Male,35-,Aboriginal,East Arnhem,247
1989,Final,Male,35-,Aboriginal,Greater Darwin,222
1989,Final,Male,35-,Aboriginal,Top End,229
1989,Final,Male,35-,Non-Aboriginal,Barkly,123
1989,Final,Male,35-,Non-Aboriginal,Big Rivers,496
1989,Final,Male,35-,Non-Aboriginal,Central Australia,994
1989,Final,Male,35-,Non-Aboriginal,East Arnhem,308
1989,Final,Male,35-,Non-Aboriginal,Greater Darwin,4126
1989,Final,Male,35-,Non-Aboriginal,Top End,255
